taxon_name,taxon_authors,accepted_plant_name_id,keep,family,genus,species,Standardized_names,TPL_names,TPL_Author,TPL_names.withAuthor,invasion_status,c_score,s_score,r_score,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,wcup_eco_use_num_2out,wcup_eco_use_status,Checked_year,Provience_pinyin,Geo.region,Geo.region4,provinces,n.provinces,BG_codes
Asparagus officinalis,L.,275197,Matched to an accepted name,Asparagaceae,Asparagus,officinalis,Asparagus officinalis,Asparagus officinalis,L.,Asparagus officinalis L.,1,0.225,90.06482922,9.705170783,0,1,0,1,1,0,0,1,1,0,5,3,1,1961,Tibet,Southwest,West,Guangdong; Fujian; Jiangsu; Sichuan; Liaoning; Shandong; Beijing; Jiangxi; Hebei; Henan; Tianjin; Guizhou; Shenxi; Hunan; Guangxi; Shanxi; Gansu; Chongqing; Xinjiang; Tibet; Heilongjiang; Hongkong; Zhejiang; Qinghai; Hainan; Inner Mongolia,26,PE 01532644
Asparagus officinalis,L.,275197,Matched to an accepted name,Asparagaceae,Asparagus,officinalis,Asparagus officinalis,Asparagus officinalis,L.,Asparagus officinalis L.,1,0.225,90.06482922,9.705170783,0,1,0,1,1,0,0,1,1,0,5,3,1,1962,Heilongjiang,Northeast,Northeast,Guangdong; Fujian; Jiangsu; Sichuan; Liaoning; Shandong; Beijing; Jiangxi; Hebei; Henan; Tianjin; Guizhou; Shenxi; Hunan; Guangxi; Shanxi; Gansu; Chongqing; Xinjiang; Tibet; Heilongjiang; Hongkong; Zhejiang; Qinghai; Hainan; Inner Mongolia,26,NEFI 112003006002001; NEFI 112003006001001
Asparagus officinalis,L.,275197,Matched to an accepted name,Asparagaceae,Asparagus,officinalis,Asparagus officinalis,Asparagus officinalis,L.,Asparagus officinalis L.,1,0.225,90.06482922,9.705170783,0,1,0,1,1,0,0,1,1,0,5,3,1,1986,Qinghai,Northwest,West,Guangdong; Fujian; Jiangsu; Sichuan; Liaoning; Shandong; Beijing; Jiangxi; Hebei; Henan; Tianjin; Guizhou; Shenxi; Hunan; Guangxi; Shanxi; Gansu; Chongqing; Xinjiang; Tibet; Heilongjiang; Hongkong; Zhejiang; Qinghai; Hainan; Inner Mongolia,26,HNWP 120858
Asparagus officinalis,L.,275197,Matched to an accepted name,Asparagaceae,Asparagus,officinalis,Asparagus officinalis,Asparagus officinalis,L.,Asparagus officinalis L.,1,0.225,90.06482922,9.705170783,0,1,0,1,1,0,0,1,1,0,5,3,1,1995,Hainan,South,East,Guangdong; Fujian; Jiangsu; Sichuan; Liaoning; Shandong; Beijing; Jiangxi; Hebei; Henan; Tianjin; Guizhou; Shenxi; Hunan; Guangxi; Shanxi; Gansu; Chongqing; Xinjiang; Tibet; Heilongjiang; Hongkong; Zhejiang; Qinghai; Hainan; Inner Mongolia,26,IBSC 0522982
Asperula tinctoria,L.,17159,Matched to an accepted name,Rubiaceae,Asperula,tinctoria,Asperula tinctoria,Asperula tinctoria,L.,Asperula tinctoria L.,1,1.615341908,46.97844673,51.40621136,0,1,0,0,0,0,0,1,0,0,2,2,1,1958,Jiangsu,East,East,Jiangsu,1,NAS NAS00137133
Astragalus cicer,L.,2658442,Matched to an accepted name,Fabaceae,Astragalus,cicer,Astragalus cicer,Astragalus cicer,L.,Astragalus cicer L.,1,35.6681848,20.6737402,43.658075,1,1,0,0,0,1,0,1,0,0,4,4,1,1959,Tibet,Southwest,West,Tibet; Xinjiang,2,PE 00187021
Astragalus cicer,L.,2658442,Matched to an accepted name,Fabaceae,Astragalus,cicer,Astragalus cicer,Astragalus cicer,L.,Astragalus cicer L.,1,35.6681848,20.6737402,43.658075,1,1,0,0,0,1,0,1,0,0,4,4,1,1978,Xinjiang,Northwest,West,Tibet; Xinjiang,2,WUK WUK0332509; WUK WUK0333714; WUK WUK0333866; WUK WUK0334572; WUK WUK0334573; WUK WUK0334574
Astragalus glycyphyllos,L.,2659600,Matched to an accepted name,Fabaceae,Astragalus,glycyphyllos,Astragalus glycyphyllos,Astragalus glycyphyllos,L.,Astragalus glycyphyllos L.,1,32.33788946,33.68918855,33.97292199,0,0,0,0,0,0,0,1,0,0,1,1,1,1958,Beijing,North,East,Beijing,1,PE 01827047
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1912,Yunnan,Southwest,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PE 01370441
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1917,Guangdong,South,East,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PE 01604073
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1917,Shanghai,East,East,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,NAS NAS00108728
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1921,Jiangxi,East,Central,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,NAS NAS00309804
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1922,Fujian,East,East,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PE 00558197
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1924,Zhejiang,East,East,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PE 01335889
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1926,Anhui,East,Central,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,NAS NAS00309803; N 087047559_1; N 087047559
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1928,Guangxi,South,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PE 01370439
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1928,Guizhou,Southwest,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,KUN 0548719; PE 01335998; PE 01335999; PE 01336000; PE 01370001
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1928,Jiangsu,East,East,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,N 087047560
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1928,Sichuan,Southwest,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,NAS NAS00425983; NAS NAS00425986; NAS NAS00425998
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1933,Hubei,Central,Central,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,HIB 0121049
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1936,Shenxi,Northwest,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,WUK 0098832
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1939,Chongqing,Southwest,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PE 01335970; PE 01335971
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1942,Hunan,Central,Central,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,IBK IBK00133049; IBSC 0212624; SN SN006555
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1952,Shanxi,North,Central,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PE 00558182
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1955,Shandong,East,East,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,JSPC JSPC107026
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1957,Beijing,North,East,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PEY PEY0007143; PEY PEY0007142; PEY PEY0007140
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1959,Liaoning,Northeast,Northeast,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PE 01335888
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1965,Gansu,Northwest,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,WUK 0293588
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1965,Qinghai,Northwest,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,HNWP 13199
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1973,Tibet,Southwest,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PE 01370063; PE 01370064; PE 01370065; PE 01370066
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,1987,Henan,Central,Central,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,PEY PEY0007139
Atocion armeria,(L.) Raf.,2664863,Matched to an accepted name,Caryophyllaceae,Atocion,armeria,Silene armeria,Silene armeria,L.,Silene armeria L.,1,17.39270316,0,82.60729684,0,1,0,0,0,0,0,0,0,0,1,1,1,2016,Inner Mongolia,North,West,Shanghai; Jiangxi; Fujian; Anhui; Jiangsu; Hubei; Shenxi; Sichuan; Yunnan; Shanxi; Guangxi; Shandong; Zhejiang; Beijing; Gansu; Qinghai; Guizhou; Henan; Chongqing; Inner Mongolia; Guangdong; Hunan; Liaoning; Taiwan; Tibet,25,BNU 0029202
Atriplex canescens,(Pursh) Nutt.,2665120,Matched to an accepted name,Amaranthaceae,Atriplex,canescens,Atriplex canescens,Atriplex canescens,(Pursh) Nutt.,Atriplex canescens (Pursh) Nutt.,2,2.41968656,0,97.58031344,1,1,0,0,0,0,0,1,1,0,4,3,1,2003,Gansu,Northwest,West,Gansu; Xinjiang,2,JJF 00006696; JJF 00006694; JJF 00013308
Atriplex canescens,(Pursh) Nutt.,2665120,Matched to an accepted name,Amaranthaceae,Atriplex,canescens,Atriplex canescens,Atriplex canescens,(Pursh) Nutt.,Atriplex canescens (Pursh) Nutt.,2,2.41968656,0,97.58031344,1,1,0,0,0,0,0,1,1,0,4,3,1,2006,Xinjiang,Northwest,West,Gansu; Xinjiang,2,KUN 1244275
Atriplex micrantha,Ledeb.,2665494,Matched to an accepted name,Amaranthaceae,Atriplex,micrantha,Atriplex micrantha,Atriplex micrantha,Ledeb.,Atriplex micrantha Ledeb.,1,59.82402034,7.818687247,32.35729241,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,Yunnan,Southwest,West,Yunnan; Xinjiang,2,PE 00121350
Atriplex micrantha,Ledeb.,2665494,Matched to an accepted name,Amaranthaceae,Atriplex,micrantha,Atriplex micrantha,Atriplex micrantha,Ledeb.,Atriplex micrantha Ledeb.,1,59.82402034,7.818687247,32.35729241,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,Xinjiang,Northwest,West,Yunnan; Xinjiang,2,PE 00165625; KUN 0586484; XJBI 00004819; PE 00121262
Atriplex patula,L.,2665629,Matched to an accepted name,Amaranthaceae,Atriplex,patula,Atriplex patula,Atriplex patula,L.,Atriplex patula L.,1,53.81617028,0,46.18382972,0,0,0,0,0,0,0,1,1,0,2,1,1,1941,Gansu,Northwest,West,Gansu; Xinjiang,2,WUK WUK0068387
Atriplex patula,L.,2665629,Matched to an accepted name,Amaranthaceae,Atriplex,patula,Atriplex patula,Atriplex patula,L.,Atriplex patula L.,1,53.81617028,0,46.18382972,0,0,0,0,0,0,0,1,1,0,2,1,1,1957,Xinjiang,Northwest,West,Gansu; Xinjiang,2,PE 00121398
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1934,Guangdong,South,East,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,SN SN004311
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1936,Jiangsu,East,East,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,NAS NAS00228015
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1946,Shanghai,East,East,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,NAS NAS00134598
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1953,Heilongjiang,Northeast,Northeast,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,IFP 12701001x0003; IFP 12701001x0005
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1958,Chongqing,Southwest,West,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,SM SM717400052
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1959,Henan,Central,Central,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,HENU 0360006
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1969,Xinjiang,Northwest,West,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,PE 00597947; XJBI 00033654
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1972,Hebei,North,East,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,PE 01258151
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1972,Yunnan,Southwest,West,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,KUN 1294145
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1973,Beijing,North,East,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,PE 01258153
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1973,Qinghai,Northwest,West,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,HNWP 36461
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1981,Liaoning,Northeast,Northeast,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,IFP 12701001x0002
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,1996,Sichuan,Southwest,West,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,CQNM 0010289
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,2006,Fujian,East,East,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,CSH CSH0028650
Atropa bella-donna,L.,2665943,Matched to an accepted name,Solanaceae,Atropa,bella-donna,Atropa belladonna,Atropa belladonna,L.,Atropa belladonna L.,2,61.3055304,3.96,34.7344696,0,0,0,0,0,0,1,1,1,1,4,3,1,2009,Hunan,Central,Central,Guangdong; Jiangsu; Shanghai; Heilongjiang; Chongqing; Henan; Xinjiang; Hebei; Yunnan; Beijing; Qinghai; Liaoning; Fujian; Hunan; Guangxi; Sichuan,16,pe 01882781
